ENTREZG_ID	logFC	Fold Change	AveExpr	t	P.Value	adj.P.Val	B
50552	-0.217289658814172	-1.16254749594527	3.46041847462011	-2.63321465929288	0.0268737049892161	0.0895306702069414	-4.48660948024091
296753	-0.235010989582263	-1.17691570221989	3.95781580442755	-2.63175731111665	0.0269384390244206	0.089677191852482	-4.48901254037877
689809	-0.262016543279992	-1.19915366432086	1.66358775287691	-2.62931949606544	0.0270470753935618	0.0899695248464824	-4.49303192679127
25493	-0.298590501278371	-1.22994218486289	8.17556280572381	-2.62874137268449	0.0270729028995077	0.0899861641759791	-4.49398504467767
688785	-0.259583488681062	-1.19713303805043	7.65702037623669	-2.62796478298427	0.0271076358865474	0.0900323556231908	-4.49526531849674
304944	0.263977135207766	1.20078439650324	5.07359468312141	2.62666883111369	0.0271656971968534	0.0901558967646723	-4.49740169272982
140914	0.121969413120369	1.08821936985952	2.01410514903232	2.62516798603941	0.0272330944764241	0.0903032985987697	-4.49987565723423
25029	-0.27734552210704	-1.21196288796747	2.37357637955803	-2.62474966604334	0.0272519095979624	0.0903032985987697	-4.50056517423179
113907	-0.108621578708963	-1.07819758159435	1.06594391053972	-2.62258194151783	0.0273496187213409	0.0905576264328844	-4.50413799875602
24214	0.173110844551692	1.12748703543761	2.37014414991636	2.61989919887787	0.0274710299432592	0.0908311836584722	-4.50855911941889
170699	0.16923753813803	1.12446405029622	4.61626513973885	2.61982758337339	0.0274742784174087	0.0908311836584722	-4.50867713230997
54264	-0.354555312043903	-1.27859141492703	3.40671145990204	-2.61632046031449	0.0276338346990476	0.0912570816004318	-4.51445586898505
29389	-0.148457985760493	-1.10838415027575	2.66376507757158	-2.6158474681711	0.027655424603669	0.0912570816004318	-4.51523514372336
25720	-0.314989799813622	-1.24400285788052	3.51806824470796	-2.61552882033014	0.0276699789621677	0.0912570816004318	-4.51576011871425
54301	0.128809718643332	1.09339123733899	2.1613705271007	2.61448658715457	0.0277176371427288	0.0912570816004318	-4.51747714507794
24416	-0.124830911092068	-1.09037992883211	1.51727016307504	-2.61447577371319	0.0277181320409856	0.0912570816004318	-4.51749495918015
294321	-0.168162221487436	-1.12362624024592	4.09615145596273	-2.61422047083473	0.0277298190560905	0.0912570816004318	-4.51791554310429
50864	0.292606716136856	1.22485138749072	2.61703349674346	2.61126646853786	0.0278654052855241	0.0916334978985919	-4.5227815291091
100145871	0.194393387256012	1.14424293741831	7.69088299241526	2.61061865022198	0.0278952285608498	0.0916367691370096	-4.5238485468365
